,Country,Order ID,Total Cost,Total Profit
7120,Cote d'Ivoire,846184861,1370869.71,215014.8
7121,Canada,780384051,215248.18,162828.42
7122,Azerbaijan,460098683,129207.6,57136.8
7123,Liechtenstein,979127585,711969.72,428110.76
7124,Nauru,351582086,351482.88,720226.08
7125,Swaziland,261886012,3390134.84,1118014.58
7126,Egypt,214775693,673968.05,509835.45
7127,Azerbaijan,685299956,2181526.14,719433.93
7128,Singapore,868820130,115550.13,51097.34
7129,Saint Lucia,931010043,37478.72,13052.56
7130,Bosnia and Herzegovina,657856023,110064.64,225534.24
7131,Brunei,805656898,57649.62,40024.42
7132,Cuba,851023995,675373.37,510898.53
7133,Kuwait,340881145,100488.19,49501.26
7134,Papua New Guinea,242464673,4794231.6,1581064.2
7135,Iceland,693323409,787362.87,546642.67
7136,Kenya,551318681,2299005.76,360588.8
7137,New Zealand,544624316,843810.06,507386.98
7138,Barbados,121726644,124818.42,82414.38
7139,Saint Kitts and Nevis ,601424491,363158.88,205506.78
7140,Tajikistan,222829186,1049656.93,794032.17
7141,Estonia,895364558,403773.75,178552.5
7142,Sweden,548766934,622602.56,149732.5
7143,Pakistan,783085143,36590.29,18024.66
7144,Bhutan,118680512,1060548.16,802271.04
7145,Djibouti,746226871,464809.59,351613.71
7146,Israel,876710546,3511749.52,1158121.24
7147,Greenland,591430366,995259.06,598453.98
7148,Nigeria,491997659,952313.3,314058.35
7149,Antigua and Barbuda ,350336253,64433.79,28493.22
7150,China,458682477,840812.69,555166.91
7151,Papua New Guinea,279585158,29866.72,10401.56
7152,India,695905625,327205.34,247520.46
7153,Libya,860817706,27285.56,9502.63
7154,Macedonia,447807729,598783.43,452960.67
7155,Marshall Islands,100674521,24478.72,50159.52
7156,Solomon Islands,983529412,2576170.16,404060.8
7157,Singapore,730796229,2807748.31,440382.8
7158,Guinea-Bissau,197211301,456816.87,202008.66
7159,Seychelles ,307823455,20854.24,10272.96
7160,Philippines,707994019,124.56,43.38
7161,Saint Kitts and Nevis ,213396823,4051116.32,974271.25
7162,Sweden,860018193,1171737.0,704571.0
7163,Tajikistan,254156959,930259.68,526421.58
7164,Madagascar,122424447,3658446.24,879836.25
7165,Qatar,461744487,2451338.97,1618555.83
7166,Brunei,889353406,3023644.79,474245.2
7167,Uzbekistan,192800033,260067.36,147168.66
7168,Romania,379945695,22344.68,7781.89
7169,Albania,828964221,912169.79,690027.51
7170,Comoros,538341939,42890.16,14937.18
7171,Croatia,376877677,850505.7,511413.1
7172,Canada,833682763,655375.62,394080.46
7173,Israel,668181025,770086.17,534647.97
7174,Tuvalu,960108792,361667.94,159932.92
7175,South Korea,159514892,161849.52,71571.36
7176,Italy,836760652,156597.54,77141.16
7177,Greece,232519900,1753777.8,1157974.2
7178,Yemen,607778966,2089058.78,688939.61
7179,Guinea-Bissau,693836677,17357.34,8550.36
7180,Montenegro,642304360,260433.37,171957.43
7181,Oman,675105845,275143.68,563798.88
7182,Federated States of Micronesia,634477460,2429780.9,801304.55
7183,South Africa,432968032,435297.87,329289.03
7184,Philippines,503438889,1213186.2,729494.6
7185,Algeria,449063861,621051.9,431177.9
7186,Montenegro,393329274,363256.32,205561.92
7187,Gabon,530033957,4032217.76,969726.25
7188,Guinea,673289239,5837.01,2581.18
7189,Cuba,707518947,1104815.74,835758.06
7190,Afghanistan,137459409,3227979.04,776311.25
7191,Mozambique,338159453,1235823.84,743106.72
7192,Seychelles ,504980409,995387.4,657228.6
7193,Uganda,803596103,72653.07,50440.87
7194,Russia,119992864,419924.7,185694.6
7195,Slovenia,110469520,2433432.53,1606732.67
7196,Guinea-Bissau,251637399,630187.26,378934.58
7197,Vatican City,990420329,43180.8,15038.4
7198,Namibia,594054639,160036.08,70769.44
7199,Egypt,100089156,873640.6,660881.4
7200,Australia,166385209,41077.12,14305.76
7201,Sao Tome and Principe,621116626,170101.14,102282.62
7202,Haiti,912769734,3871065.62,1276618.19
7203,Turkey,560143363,1231360.08,740422.64
7204,Chad,502348840,1327183.2,876304.8
7205,Belarus,848809993,57879.36,32753.16
7206,Syria,429263150,1173331.2,705529.6
7207,Algeria,843757140,625718.73,473336.37
7208,Canada,612653291,1048664.76,630567.08
7209,Turkey,126625430,21362.28,12845.24
7210,Taiwan,296659886,692603.52,391935.12
7211,Andorra,304055488,319052.1,141087.8
7212,Mali,750423562,186384.77,91814.58
7213,Afghanistan,507687938,2511694.92,828318.54
7214,Saint Lucia,768084943,1185359.68,285072.5
7215,Indonesia,994163405,139740.16,286342.56
7216,Kiribati,268784654,2161149.31,1426951.09
7217,Hungary,445122516,58437.89,44206.41
7218,Qatar,296663320,791602.56,447957.36
7219,Mozambique,467205893,195722.24,401055.84
7220,Czech Republic,320861566,283630.38,139718.52
7221,Czech Republic,192054164,711145.5,111540.0
7222,Armenia,935520017,6199.73,972.4
7223,South Korea,776307952,548489.76,310383.06
7224,Kosovo,259779298,1743917.12,419402.5
7225,Moldova ,901607882,546083.93,413095.17
7226,Lebanon,237780034,1706644.96,410438.75
7227,Turkmenistan,374594581,67234.72,23415.56
7228,Vatican City,338662850,213565.22,105203.88
7229,Mongolia,126908671,462701.61,350019.09
7230,Liechtenstein,256568372,500259.96,300808.68
7231,Romania,415190780,798679.89,527347.71
7232,Vietnam,810637223,250651.41,110840.38
7233,Central African Republic,821081531,2576020.04,849531.98
7234,Austria,345010030,453740.7,315018.7
7235,Poland,251221549,32040.96,65655.36
7236,Saint Lucia,128827416,879445.0,290027.5
7237,Botswana,537251460,921918.33,608718.87
7238,United Arab Emirates,756230008,147624.96,302499.36
7239,Ukraine,135811889,782998.23,543612.43
7240,Montenegro,346358430,2105614.56,506388.75
7241,Macedonia,428543460,2205145.52,727223.24
7242,Djibouti,843353307,531031.2,368679.2
7243,North Korea,322086799,175196.56,132530.64
7244,Kiribati,816355264,1039258.98,624911.34
7245,Finland,748082530,1627376.0,391375.0
7246,Singapore,859504926,2867331.52,689577.5
7247,Portugal,163171279,33645.04,11717.42
7248,Greenland,891942918,259831.95,114900.1
7249,Rwanda,848993670,177336.32,363381.12
7250,Lesotho,157809865,2185902.33,1443294.87
7251,Azerbaijan,812190330,127859.38,62984.52
7252,Saint Vincent and the Grenadines,826246392,199648.41,88286.38
7253,Estonia,984401881,188052.48,385339.68
7254,Israel,791393125,941952.48,533038.38
7255,United States of America,722268950,1563790.72,245273.6
7256,Burundi,872390687,1378345.32,828805.56
7257,Pakistan,507432162,4677642.32,1542614.84
7258,Central African Republic,313379704,276152.91,122117.38
7259,Indonesia,146532142,113830.92,86109.48
7260,Japan,383500802,1386169.12,915251.68
7261,Zambia,571209514,87557.12,179413.92
7262,Ethiopia,776894605,4639951.82,1530185.09
7263,India,238104903,1496475.54,899837.82
7264,Thailand,512701737,60148.64,20947.72
7265,Mali,528858935,2624346.78,1732788.42
7266,Cote d'Ivoire,635062825,732623.01,508638.41
7267,East Timor,350112235,440555.85,305864.85
7268,France,613118493,1547014.98,242642.4
7269,Croatia,633505427,49747.88,17325.49
7270,Kazakhstan,141009366,238694.4,489110.4
7271,Afghanistan,735679137,1396393.6,335825.0
7272,Taiwan,937876069,846119.75,640062.75
7273,Rwanda,238273990,1103527.53,834783.57
7274,Sri Lanka,447859227,92955.49,61376.11
7275,Myanmar,747930610,740442.99,514067.59
7276,Niger,840099465,268789.08,186612.28
7277,Malawi,496289622,316129.86,190090.38
7278,Denmark,908737409,159416.32,326661.12
7279,Azerbaijan,639991652,2409506.83,377920.4
7280,Uganda,572913682,3540855.2,851556.25
7281,Dominica,760677325,20962.69,15857.61
7282,Sri Lanka,876768910,414996.96,234841.26
7283,Ghana,664987266,106941.56,52680.24
7284,Equatorial Guinea,389443719,1424479.14,223423.2
7285,Haiti,384562098,334243.84,684901.44
7286,Sao Tome and Principe,605078732,1859189.62,291605.6
7287,Bulgaria,176042449,594317.76,357366.08
7288,Eritrea,542814576,950040.0,537615.0
7289,Armenia,521068942,754694.28,453801.24
7290,Palau,346791875,266659.47,201719.43
7291,Libya,326282203,293196.96,165916.26
7292,Cyprus,386151254,4820363.68,1589682.16
7293,Bangladesh,523322856,452137.61,298534.79
7294,Senegal,355033338,557316.86,183794.57
7295,Senegal,468831527,3277565.88,1080891.06
7296,South Sudan,172578752,2302294.19,1520145.41
7297,Iraq,644448840,2037887.72,319633.6
7298,Fiji,882928121,3470541.24,1144531.38
7299,Benin,856815421,343275.52,703408.32
7300,Mauritius ,155222070,142525.05,63025.9
7301,Pakistan,237571895,436601.14,288276.46
7302,El Salvador,383601224,583324.91,441266.79
7303,Japan,843358886,51830.8,18050.9
7304,The Bahamas,587206208,728541.31,551118.39
7305,Greenland,455817019,476473.2,330801.2
7306,Turkey,910177648,4477.24,1559.27
7307,Kosovo,681586921,2924552.16,703338.75
7308,Slovenia,821656167,824839.08,495979.64
7309,Vatican City,652309215,149761.71,103975.11
7310,Cyprus,915782392,4837506.4,1163393.75
7311,Taiwan,624624526,3330713.77,522407.6
7312,Japan,211696946,1708937.34,268039.2
7313,El Salvador,180173480,562947.63,390837.83
7314,Kuwait,653540456,215004.16,440566.56
7315,Panama,925596702,125009.92,256158.72
7316,Dominican Republic,810453546,2472.96,5067.36
7317,Algeria,192534816,1526227.65,239382.0
7318,Armenia,376576840,2301193.9,360932.0
7319,Estonia,937628448,27327.08,9517.09
7320,Barbados,171050965,1058070.54,636222.82
7321,Guatemala,942518222,248056.86,163785.54
7322,Tuvalu,338016545,532217.28,301174.68
7323,Saint Kitts and Nevis ,913844764,40329.76,14045.48
7324,Greece,346614205,5092636.96,1224751.25
7325,Greece,883248698,930229.12,223715.0
7326,Djibouti,790984570,1397635.14,840404.62
7327,Federated States of Micronesia,207370650,519851.29,393251.01
7328,Kosovo,690268266,415913.82,288756.62
7329,Mozambique,267851245,112773.3,49869.4
7330,Togo,188605916,10636.04,3704.17
7331,Benin,871331107,161874.68,79740.72
7332,South Korea,555138146,208828.51,102870.54
7333,Liechtenstein,249450862,673115.52,380907.12
7334,Zambia,584005582,4565073.36,1505491.32
7335,Lebanon,458851134,98612.58,48577.32
7336,Ghana,194348847,523910.08,125997.5
7337,Slovenia,181172549,964876.48,232047.5
7338,Egypt,430308568,3378576.42,1114202.79
7339,New Zealand,123055732,343715.4,238631.4
7340,Australia,761025369,505839.66,304163.78
7341,Ukraine,316141307,763296.17,119719.6
7342,Maldives,880639874,887749.59,616338.19
7343,Finland,117069900,221869.2,154037.2
7344,Kiribati,708292710,819275.52,463617.12
7345,Sierra Leone,907482135,271426.05,188443.05
7346,Kazakhstan,388124501,561158.4,337427.2
7347,Ghana,694018638,30392.64,10584.72
7348,Morocco,289275872,13936.88,4853.74
7349,New Zealand,408320033,1150722.86,870485.34
7350,Serbia,105887448,118415.36,242645.76
7351,Nicaragua,307026946,34260.92,11931.91
7352,Algeria,657099854,4884227.84,1174630.0
7353,Kuwait,871780002,928682.3,702518.7
7354,Lesotho,287053716,140766.12,69342.48
7355,Finland,109219825,534284.76,236265.68
7356,Iran,264889657,316841.97,140110.46
7357,Tonga,750987040,951476.21,149234.8
7358,Hungary,284748303,125014.02,55282.36
7359,Bosnia and Herzegovina,353722274,285156.48,197975.68
7360,Botswana,265770280,196684.73,96888.42
7361,Djibouti,299066150,3345666.06,524752.8
7362,Panama,352096211,228130.28,172573.32
7363,Fiji,393659293,135246.72,76534.32
7364,South Korea,912866723,362914.68,160484.24
7365,Nigeria,669142329,267334.2,185602.2
7366,Tuvalu,742222440,508273.23,224763.14
7367,Jamaica,482155883,863380.35,599419.35
7368,Equatorial Guinea,659303987,248057.52,149158.16
7369,Republic of the Congo,314340579,63788.56,22215.38
7370,Rwanda,808251988,4503631.84,1083098.75
7371,Liberia,872337043,441752.82,265628.06
7372,Taiwan,658207070,48121.68,16759.14
7373,Guinea,387785899,1742867.2,419150.0
7374,Grenada,803309857,345290.31,152690.58
7375,Niger,917327773,1040693.76,625774.08
7376,Grenada,262700974,2885062.59,452509.2
7377,Lithuania,242603290,65464.49,49521.81
7378,Benin,980521047,2487915.18,390218.4
7379,Bahrain,870253074,3054438.12,1007306.94
7380,El Salvador,625910699,1140651.4,862866.6
7381,Indonesia,131917750,2278947.81,357442.8
7382,Netherlands,693010556,552763.47,383767.27
7383,Israel,984237945,788735.85,596653.65
7384,Switzerland,200961244,2041597.49,1348014.11
7385,South Korea,308854281,555408.0,314298.0
7386,France,193903386,63497.92,22114.16
7387,Bulgaria,612407386,215856.03,95453.54
7388,Ethiopia,140977609,230858.98,113722.92
7389,South Sudan,126537883,384270.18,266787.38
7390,Guinea-Bissau,636324536,520047.94,81567.2
7391,Fiji,907886397,1372770.4,330143.75
7392,Democratic Republic of the Congo,699084794,1799595.74,593479.13
7393,Uganda,738093554,1880176.2,1241431.8
7394,Uzbekistan,473399007,56335.72,19619.81
7395,Romania,323799979,4253498.56,1402738.72
7396,Namibia,328407800,114530.07,50646.26
7397,Mexico,596646296,552702.51,244410.18
7398,Nigeria,858251798,451536.96,255518.76
7399,Croatia,913273131,377932.23,167125.14
7400,San Marino,182071626,250982.05,123635.7
7401,Libya,855321109,718912.32,406822.92
7402,Austria,244007909,3263676.32,784896.25
7403,Swaziland,229430854,927406.67,145459.6
7404,Maldives,513201272,233533.44,478535.04
7405,Belarus,867242991,1403022.24,926379.36
7406,Swaziland,683792340,2160359.32,1426429.48
7407,Dominican Republic,325398147,509836.62,79965.6
7408,India,674921739,1165549.24,182811.2
7409,Morocco,885536944,4480144.1,1477482.95
7410,North Korea,630730092,536941.65,372782.65
7411,Niger,554300010,832722.24,471226.44
7412,Ethiopia,920358026,855032.51,564555.89
7413,Iceland,263327968,1734768.08,572099.96
7414,Iran,337946164,1220534.55,805887.45
7415,Brunei,269261443,333276.16,682918.56
7416,Panama,602635133,522183.39,344784.21
7417,Iran,153741061,386543.43,268365.63
7418,Botswana,958565557,945557.76,535078.56
7419,Greenland,623407447,3271998.68,513198.4
7420,Nepal,874878060,2369476.1,781416.95
7421,India,809901225,210608.75,103747.5
7422,Federated States of Micronesia,945713269,3229824.58,1065146.71
7423,Mozambique,969863021,19895.0,6928.75
7424,Canada,190211808,658304.64,372525.84
7425,Finland,684933459,2957950.44,975486.78
7426,Liechtenstein,552514302,4121.6,8445.6
7427,Yemen,661753165,43748.24,15236.02
7428,Germany,601761376,333147.36,188523.66
7429,Ukraine,931962764,3692161.38,1217618.31
7430,Norway,932093656,552945.33,383893.53
7431,Albania,852202880,2324247.5,766501.25
7432,Solomon Islands,562651765,1756.65,1328.85
7433,New Zealand,904114139,574677.6,398981.6
7434,Slovenia,537576329,4842977.98,1597140.01
7435,Turkey,894337165,110960.64,227370.24
7436,Malawi,326007974,105349.53,46586.54
7437,Mongolia,854512584,4079619.72,1345396.14
7438,Marshall Islands,522087323,971824.32,584362.56
7439,Honduras,141281020,3541901.92,1168065.04
7440,Pakistan,144955003,152714.24,312927.84
7441,Armenia,136283099,942969.72,713326.68
7442,Kuwait,238751637,280811.3,44044.0
7443,Ghana,646159446,64296.96,131751.36
7444,Angola,272617852,143658.45,63527.1
7445,Samoa ,802550685,722149.98,238154.01
7446,Botswana,840694272,815823.96,566402.36
7447,Philippines,862097442,696771.18,460060.02
7448,United Kingdom,962121522,727191.86,114056.8
7449,Barbados,406440341,1801103.36,593976.32
7450,Ghana,781040227,586004.16,331611.96
7451,Japan,142220008,1294530.28,854744.92
7452,Lebanon,666591012,3994187.92,1317222.04
7453,Norway,101077067,5147232.8,1237881.25
7454,Sudan,312914502,1898609.3,1253602.7
7455,Samoa ,539652144,381672.48,215983.38
7456,Sri Lanka,539151322,1504140.96,993145.44
7457,Kazakhstan,139585864,172111.06,84783.24
7458,Monaco,589442098,2870110.3,450164.0
7459,Czech Republic,507518851,281139.87,124322.66
7460,Trinidad and Tobago,832927453,313926.08,75497.5
7461,Gabon,775091731,324265.74,143393.32
7462,Namibia,963748013,871358.97,575335.83
7463,Slovenia,298945128,1226087.78,192306.4
7464,Tunisia ,901044404,448656.39,198400.02
7465,Solomon Islands,460719668,2203821.67,345659.6
7466,Russia,788957250,61152.04,21297.17
7467,Swaziland,167055976,158771.2,325339.2
7468,Austria,996627175,106910.72,219071.52
7469,Uzbekistan,349594676,269100.96,161811.68
7470,Ghana,318194806,1144047.59,865435.71
7471,Uganda,364976394,124723.2,255571.2
7472,Israel,472800767,7667.36,2670.28
7473,Jamaica,694841754,55159.32,19210.11
7474,Taiwan,704585683,45014.64,22174.56
7475,New Zealand,245831382,330046.08,145949.44
7476,Finland,482690179,691522.65,480103.65
7477,Rwanda,849585902,106566.88,25628.75
7478,Fiji,401254880,325821.44,667643.04
7479,Poland,962745940,3555554.08,855091.25
7480,Egypt,379420411,2050287.38,1353751.82
7481,Oman,166952121,360235.68,203852.58
7482,Honduras,561327397,949293.66,718110.54
7483,Malawi,968845069,92995.47,41123.46
7484,Malaysia,416116464,221353.77,109040.58
7485,Uzbekistan,700065410,213475.89,94401.02
7486,Dominica,537928235,119975.46,59100.84
7487,Latvia,517253768,521847.27,362303.07
7488,Poland,845903337,14305.5,7047.0
7489,Brunei,902050769,912360.66,548606.78
7490,Saudi Arabia,584182393,79734.69,35259.42
7491,Trinidad and Tobago,761097037,157015.04,321740.64
7492,Democratic Republic of the Congo,121906030,323528.94,224616.54
7493,Turkey,126033198,33762.68,11758.39
7494,Samoa ,953214871,43720.56,15226.38
7495,Tonga,153499877,337276.8,255139.2
7496,Armenia,297249543,145488.0,101008.0
7497,Yemen,425137698,371018.49,164067.82
7498,Libya,998150670,1005657.27,664009.53
7499,Kenya,747587287,3289626.84,1084868.58
7500,United States of America,725058877,2604070.37,1719400.43
7501,Poland,252489268,1590513.2,1050174.8
7502,France,972114789,3363535.87,527555.6
7503,Portugal,996484267,39328.98,17391.64
7504,Zimbabwe,758459031,437640.07,331060.83
7505,Pakistan,761212909,59996.4,20894.7
7506,Madagascar,228232228,444462.81,196545.58
7507,Malta,253315818,74364.85,56254.65
7508,Liberia,650575006,768904.08,533827.28
7509,Solomon Islands,404433619,1554345.0,934635.0
7510,New Zealand,819627988,1819803.1,285428.0
7511,Maldives,571206939,613408.58,96210.4
7512,Dominican Republic,654531800,1096149.6,829202.4
7513,Turkmenistan,335276401,164577.28,337236.48
7514,Somalia,299427068,338773.26,149808.68
7515,Namibia,403282630,290783.13,143242.02
7516,Comoros,123454415,641854.4,100672.0
7517,Myanmar,806866252,4276112.86,1410196.57
7518,North Korea,720754468,975490.98,586567.34
7519,Myanmar,902667891,472797.81,209075.58
7520,Barbados,210467851,30804.51,15174.54
7521,Tunisia ,272328174,216585.27,106691.58
7522,Madagascar,536735188,23047.75,11353.5
7523,Tunisia ,522487723,2303140.82,759540.59
7524,Antigua and Barbuda ,268697106,838787.0,131560.0
7525,China,784787166,172641.28,353760.48
7526,Sudan,900494229,2566974.32,846548.84
7527,Equatorial Guinea,415867125,1159349.51,181838.8
7528,Myanmar,551267182,558557.44,134330.0
7529,Mauritius ,797368228,4112011.68,988916.25
7530,Republic of the Congo,265156590,416641.26,289261.66
7531,Marshall Islands,835931098,858651.99,596136.59
7532,Belize,411303079,81891.04,40340.16
7533,Japan,563196361,137370.03,103916.07
7534,Central African Republic,683847272,30856.28,10746.19
7535,Andorra,235804641,60120.96,20938.08
7536,Lithuania,101929795,14850.32,5171.86
7537,Nepal,335396564,24072.42,14474.86
7538,Somalia,609691274,2890.17,1278.06
7539,Afghanistan,668612754,2270924.63,356184.4
7540,Bhutan,776272332,2556923.52,843234.24
7541,Ireland,367093837,41471.84,9973.75
7542,Ethiopia,295813596,378045.57,167175.26
7543,Palau,587480437,670245.03,465331.23
7544,Guinea-Bissau,887455689,610594.95,423917.95
7545,Cyprus,911413180,2286241.61,358586.8
7546,Nicaragua,895339238,5056414.72,1216040.0
7547,Thailand,245532691,236326.86,116416.44
7548,Taiwan,688604867,1226831.52,295046.25
7549,Bosnia and Herzegovina,421479594,2117163.68,509166.25
7550,Armenia,861393201,385997.85,267986.85
7551,Japan,795894515,97925.76,43303.68
7552,Montenegro,432844865,50301.48,17518.29
7553,Ethiopia,950418078,492178.95,217646.1
7554,Thailand,447100484,330046.08,145949.44
7555,Taiwan,691690909,2921927.36,702707.5
7556,Afghanistan,373300683,216903.17,106848.18
7557,South Korea,951353633,882549.12,530680.96
7558,The Bahamas,805586087,880202.4,611098.4
7559,The Gambia,186046874,152642.56,312780.96
7560,Saint Vincent and the Grenadines,763097321,226150.4,463406.4
7561,Panama,677411258,1578258.0,949014.0
7562,Tonga,389975011,109814.88,62142.78
7563,Hungary,432087409,111856.64,229206.24
7564,Georgia,955359780,166434.48,100077.84
7565,Swaziland,381715953,690654.72,390832.32
7566,Mauritania,353392255,37893.92,13197.16
7567,Greece,782937514,3750958.56,1237008.72
7568,Angola,303213059,227118.08,465389.28
7569,Pakistan,317392718,136744.71,60469.78
7570,Norway,948962819,255623.39,125922.06
7571,Vietnam,591722190,147342.0,65156.0
7572,Tonga,859782159,51913.84,18079.82
7573,North Korea,737566554,67380.63,29796.34
7574,Bosnia and Herzegovina,629811704,131419.86,64738.44
7575,Taiwan,111566436,122137.18,60165.72
7576,Democratic Republic of the Congo,178192079,959881.44,543184.14
7577,Guinea,995362460,1391098.92,836474.36
7578,Kenya,549063909,513826.89,227219.02
7579,Burundi,495595252,233067.52,477580.32
7580,Austria,311567819,492802.32,217921.76
7581,Liberia,443905436,39583.18,29943.42
7582,Armenia,959844434,1299751.26,781546.58
7583,Turkey,196933639,3094639.2,744243.75
7584,Maldives,613034379,911161.44,515614.14
7585,Ukraine,236320483,213144.54,128164.82
7586,Pakistan,315278279,379915.68,168002.24
7587,Somalia,368706595,1168548.6,702653.8
7588,Switzerland,435716760,3581602.58,1181157.71
7589,Germany,625732600,823985.96,623319.24
7590,Vanuatu,668490445,3000.69,2083.29
7591,Japan,364039123,596430.24,337511.94
7592,Tonga,932739961,3851631.52,926296.25
7593,Republic of the Congo,965266788,1442590.08,346935.0
7594,Cambodia,472605931,195624.84,86507.12
7595,Kyrgyzstan,436056220,1208403.6,726618.8
7596,Zambia,557228982,36627.56,12756.13
7597,Bangladesh,608048045,344079.12,238883.92
7598,Cape Verde,880749738,128867.58,56986.44
7599,Republic of the Congo,837882888,684126.24,387137.94
7600,Cameroon,462308824,2300829.21,360874.8
7601,Jamaica,707201373,173478.03,85456.62
7602,Moldova ,346046864,660818.28,103646.4
7603,Liechtenstein,922644126,552815.85,244460.3
7604,Cote d'Ivoire,901104485,1500191.01,990537.39
7605,Solomon Islands,615851771,1123245.2,176176.0
7606,Nicaragua,921622312,418054.59,184867.62
7607,Canada,943464934,99568.35,69127.35
7608,Montenegro,326740968,4406270.72,1453120.64
7609,Serbia,587124240,178677.45,124050.45
7610,Central African Republic,160601079,682795.86,410568.38
7611,Switzerland,253470313,3335070.88,802066.25
7612,Pakistan,792343270,97903.96,74061.24
7613,Greenland,874143779,2707458.56,424652.8
7614,North Korea,116108167,1250171.64,751734.12
7615,Eritrea,905785262,134231.64,80714.12
7616,Slovakia,751036393,3624821.02,1195410.49
7617,United States of America,830035388,433827.03,301193.23
7618,Mongolia,141268575,327885.6,185546.1
7619,Panama,453534781,897933.75,623408.75
7620,Saint Kitts and Nevis ,455945336,115118.08,235889.28
7621,Australia,707924067,296219.22,145919.88
7622,Lebanon,489207303,3099164.18,1022056.91
7623,Dominican Republic,949843871,496655.88,219625.84
7624,Mongolia,160195100,2175959.2,523306.25
7625,Laos,760934817,3204697.58,1056860.21
7626,Mozambique,513049352,783459.86,258373.07
7627,China,847837531,330367.31,249912.39
7628,Qatar,116910684,169249.96,83373.84
7629,Italy,342192637,633702.94,208985.53
7630,Finland,465919721,33589.68,11698.14
7631,Denmark,400640761,233942.61,115241.94
7632,San Marino,579217088,752355.47,118003.6
7633,Austria,604822528,1086897.91,822203.79
7634,Iran,600943410,716045.44,172205.0
7635,East Timor,761378562,699342.63,485532.83
7636,Somalia,900239312,879565.89,610656.49
7637,Iraq,901949489,523029.36,363123.76
7638,Democratic Republic of the Congo,271245419,2334745.38,366194.4
7639,Oman,383175933,517283.76,228747.68
7640,Zimbabwe,433102357,124257.28,254616.48
7641,Romania,586698520,3141885.6,755606.25
7642,Italy,629950749,189235.2,387763.2
7643,Grenada,419157874,222021.36,109369.44
7644,Australia,330931222,853282.08,482860.98
7645,Antigua and Barbuda ,812194621,189665.28,388644.48
7646,Cuba,130184400,22919.04,7981.92
7647,Slovakia,222449386,3449512.16,829588.75
7648,Trinidad and Tobago,846850907,27244.03,13420.62
7649,Rwanda,931562793,817187.91,567349.31
7650,Comoros,825071370,528121.44,366659.04
7651,Austria,946175467,1167737.38,183154.4
7652,Canada,433986413,594801.69,449948.61
7653,Gabon,297928035,134931.27,59667.86
7654,Iran,267736661,55934.36,19480.03
7655,Lithuania,143461120,15140.96,5273.08
7656,Federated States of Micronesia,245462739,3384104.36,1116025.82
7657,Burkina Faso,964415347,396001.52,130595.24
7658,Kosovo,511305272,637898.17,482549.73
7659,Syria,767431342,281118.97,138481.38
7660,Bulgaria,534404885,110691.84,62639.04
7661,Indonesia,484149730,341160.96,699075.36
7662,The Gambia,908902204,846605.95,558992.05
7663,Morocco,371211135,4261036.66,1405224.67
7664,India,653937852,350491.68,198338.58
7665,Oman,910256183,455206.57,344349.33
7666,Burundi,813652455,379575.66,167851.88
7667,Democratic Republic of the Congo,107925498,624395.52,353337.12
7668,Ukraine,857186639,918859.2,519970.2
7669,Saint Lucia,695859706,896935.2,507563.7
7670,Costa Rica,478681027,43294.72,88715.52
7671,Bahrain,230699431,450129.81,199051.58
7672,Bahrain,497276246,1039363.51,686264.89
7673,Comoros,994085299,71470.98,49620.18
7674,Niger,157112920,73794.56,151212.96
7675,New Zealand,992657935,983372.67,743890.23
7676,Kosovo,727331674,78203.4,38523.6
7677,Namibia,258057963,141245.44,289427.04
7678,South Sudan,102073132,444618.72,251603.82
7679,Sweden,846926009,1548828.28,510779.86
7680,El Salvador,900477921,25642.26,17802.66
7681,Lithuania,540902698,27562.36,9599.03
7682,Philippines,566686666,1061746.56,701043.84
7683,Morocco,946628654,3837457.6,922887.5
7684,Israel,369839990,97699.84,200197.44
7685,Sao Tome and Principe,295744502,729009.75,551472.75
7686,Zimbabwe,904078519,676778.69,511961.61
7687,Slovakia,644890868,3213240.76,1059677.62
7688,Costa Rica,288542878,35326.6,12303.05
7689,The Bahamas,675708377,2180481.51,341998.8
7690,Democratic Republic of the Congo,467373692,183393.28,375792.48
7691,Equatorial Guinea,194837653,319958.82,141488.76
7692,Azerbaijan,909711587,319593.19,241762.11
7693,Federated States of Micronesia,133919322,4300737.32,1418317.34
7694,Kiribati,409697186,668972.01,464447.41
7695,Greece,749594008,34553.4,23989.4
7696,Georgia,686471116,332961.97,52223.6
7697,Luxembourg,723502337,903658.56,511368.36
7698,New Zealand,984174001,914863.32,692065.08
7699,Guinea-Bissau,762284934,1555226.98,1026876.22
7700,Antigua and Barbuda ,771946465,2496618.72,823346.64
7701,Hungary,897582423,23804.8,8290.4
7702,Kuwait,643929135,12428.32,4328.36
7703,Ireland,486035430,3957673.44,951798.75
7704,Iran,519262635,20267.52,11469.12
7705,Pakistan,909284579,745756.48,564141.12
7706,North Korea,542087590,540931.09,409197.21
7707,Cuba,173970496,155628.03,102757.17
7708,Jamaica,181544625,13452.48,4685.04
7709,Iceland,111733806,1229369.99,192821.2
7710,Kiribati,931774365,802053.84,264505.08
7711,Lesotho,979215133,187447.42,61817.29
7712,Belgium,911917436,1445418.37,954372.43
7713,Saudi Arabia,558055102,310302.19,152857.26
7714,Turkey,266114461,730804.41,507375.81
7715,Liechtenstein,454894340,579062.67,382340.13
7716,Haiti,263506066,3093636.24,1020233.88
7717,Morocco,701373469,77381.43,53723.63
